Product Name,Images Links,Daraz Links,Pricing,Seller Rating,Reviews Score,Total Reviews,Storage Capacity,ID,Reviewer Name,Review
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/72a13c34829aca023fd599358bc02e1a.png_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,95000,5.0,5.0,21,256,46,Kashif A.,"100 % Genuine Product , Too fast delivery by seller , Fast seller response perfectly packed by daraz I really enjoy the super fast and safe delivery by daraz Thanks Daraz Thanks sid sad communication seller"
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/72a13c34829aca023fd599358bc02e1a.png_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,95000,5.0,5.0,21,256,46,Talal F.,"waited for Redmi Note 12 Pro's release at Xiaomi official store, but found no confirmation. Opted for this seller, initially seeking grey, only white and blue were available. Seller was kind & arranged the grey variant. Grateful for their responsiveness and a quick 2-day delivery, increased trust in Daraz with upfront debit card payment. arrived properly sealed, PTA approved. Impressed by fast charging, phone responsiveness, clear call quality, and excellent camera results. Highly recommended 😇"
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/72a13c34829aca023fd599358bc02e1a.png_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,95000,5.0,5.0,21,256,46,3***3,"Brand new packed phone. Delivery was a bit slow but reasonable, received in 3 days. Value for money. PTA verified phone."
"Redmi Note 12 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM",https://static-01.daraz.pk/p/f0a57dd905298873b9bdff83f2f325a6.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-pro-667-inch-display-8gb-ram-256gb-rom-i429795970-s2047221383.html?search=1,88799,4.0,4.0,8,256,47,Mahmood H.,"seller ne repack kar ke mobile diya he, jese hi mujhe mobile mila to mene check kiya ye 11 November se active he. Very much disappointed by the seller and by Daraz too, that Daraz is allowing such deceivers. lastly, the phone is without warranty"
"Redmi Note 12 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM",https://static-01.daraz.pk/p/f0a57dd905298873b9bdff83f2f325a6.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-pro-667-inch-display-8gb-ram-256gb-rom-i429795970-s2047221383.html?search=1,88799,4.0,4.0,8,256,47,Zeeshan,👍🏻👍🏻
"Redmi Note 12 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM",https://static-01.daraz.pk/p/f0a57dd905298873b9bdff83f2f325a6.jpg_300x0q75.webp,https://www.daraz.pk/products/redmi-note-12-pro-667-inch-display-8gb-ram-256gb-rom-i429795970-s2047221383.html?search=1,88799,4.0,4.0,8,256,47,Arsalan Z.,
"Redmi Note 12 - 6.67"" Inch Display - 8GB RAM - 128GB / 256GB ROM","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747923.html?search=1,50950,3.9,3.9,8,128,48,Omair,The product received well packed and within timeline. Comes with e-warranty so nothing to worry about. Nice n cooperative seller.
"Redmi Note 12 - 6.67"" Inch Display - 8GB RAM - 128GB / 256GB ROM","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747923.html?search=1,50950,3.9,3.9,8,128,48,Arsalan A.,Excellent mobile. camera is average.
"Redmi Note 12 - 6.67"" Inch Display - 8GB RAM - 128GB / 256GB ROM","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747923.html?search=1,50950,3.9,3.9,8,128,48,3***3,Repacked mobile disappointed
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421162647-s1988554083.html?search=1,51999,5.0,5.0,1,128,49,Farooq A.,Fast and furious type delivery service. I received original product. highly recommended to this saler.
"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1,88999,4.8,4.8,4,256,50,Gohar I.,received a product with good packing.. seller response was good and friendly.. I also appreciate daraz for such a nice policy of installments.. keep up the good work
"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1,88999,4.8,4.8,4,256,50,*******980,product was good but you need to work on communication other wise it's fine
"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1,88999,4.8,4.8,4,256,50,Qaisar K.,I am satisfied customer
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i429690781-s2046010371.html?search=1,50449,4.0,4.0,4,128,51,3***5,Good Experience I have not compared price from market.
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i429690781-s2046010371.html?search=1,50449,4.0,4.0,4,128,51,Muhammad F.,Highly recommended
Redmi Note 12 (8GB+128GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1,50999,4.5,4.5,17,128,53,Hassan N.,"Beautiful color,🫠many more features,beautifully design, shiny 🥰but camera quality is not very good nor very bad [in btween]"
Redmi Note 12 (8GB+128GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1,50999,4.5,4.5,17,128,53,Muhammad R.,Mobile received tu ho gya hn. Lakin 2 numbri huwi hn Mobile ki warranty nhi. jb ads mein 1saal ki Warranty lagi huwi thi.
Redmi Note 12 (8GB+128GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1,50999,4.5,4.5,17,128,53,Faizan H.,Maza hi agya product receive hote hi behtreen product jo kaha wohi behja thanks seller bohat hi acha mobile h or seller ki services b bohat achi hn thanks daraz
"Xiaomi Redmi Note 12S , 8GB RAM 256GB ROM , 108 MP Main Camera , Fingerprint , 5000mAh Battery","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/8gb-12s-256gb-108-mp-5000mah-i432806007-s2068802097.html?search=1,75999,5.0,5.0,1,256,54,A***.,Product is okay.
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429691384-s2046484227.html?search=1,95000,5.0,5.0,4,256,55,Hafiz U.,"Excellent service and product, it was nice experience with Ali communication. Recommended to shop from here."
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429691384-s2046484227.html?search=1,95000,5.0,5.0,4,256,55,Hassaan T.,"Been using the phone for a week. It's original product, came pin packed in the given delivery time. Is a good phone for it's price. Seller is reliable and helped by telling us what colors were available and was kind enough to guide me if I wanted what was available or else could refund us. Very honest & professional. Highly recommended."
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429691384-s2046484227.html?search=1,95000,5.0,5.0,4,256,55,Waseem A.,
"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433167196-s2075060185.html?search=1,61480,5.0,5.0,1,256,56,mohammad,"The mobile arrived quickly, excellent service"
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421174278-s1988560913.html?search=1,51999,4.9,4.9,9,128,57,Haris A.,"Perfect item with an expedited shipping. i received my item within one day with complete accessories. Brand warranty, charger or phone case with a complete box and perfect packing. A very strongly recommended seller."
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421174278-s1988560913.html?search=1,51999,4.9,4.9,9,128,57,Ch A.,strongly Recommended Thankyou Saller 😍
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421174278-s1988560913.html?search=1,51999,4.9,4.9,9,128,57,muhammad B.,responsible price fast delivery. vohi received hova jo order kia tha.
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2081910001.html?search=1,88880,4.8,4.8,6,256,58,Dilshad A.,Product is good. seller is very responsive. Shipped the product and also delivered on time.
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2081910001.html?search=1,88880,4.8,4.8,6,256,58,Sobia I.,Fast and reliable
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2081910001.html?search=1,88880,4.8,4.8,6,256,58,Farrukh S.,Very good and fantastic with vibrant color. truly value to money. Special thanks to the seller who is very cooperative & responsive.
"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429698370-s2046015357.html?search=1,89999,5.0,5.0,1,256,70,Adnan Y.,Mein bahut khosh hon Jaisa seller ne kaha tha wesa hi mila shukria.
"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432630331-s2065402458.html?search=1,50999,4.8,4.8,5,128,72,Ayesha S.,
"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432630331-s2065402458.html?search=1,50999,4.8,4.8,5,128,72,Usama M.,"Received exactly what share in picture, awesome phone, Thanks seller and daraz"
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421160777-s1988549506.html?search=1,51280,5.0,5.0,2,128,73,3***7,Seller is a gentle man timely diliverd and original product
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421160777-s1988549506.html?search=1,51280,5.0,5.0,2,128,73,Amina M.,Got the phone lesser than the market price. Very good seller who sent the phone on very soon and i got the phone even earlier than committed time. Seller is very friendly and answer quickly. Recommended for shopping
Redmi Note 12 || 6GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,https://static-01.daraz.pk/p/abf6511961e8336cc2d1c14a679d283e.jpg_300x0q75.webp,https://www.daraz.pk/products/12-6gb-1-000-gb-128-20-33-i429666228-s2045879333.html?search=1,58999,5.0,5.0,4,128,80,nasir B.,Genuine. Recommended
Redmi Note 12 || 6GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,https://static-01.daraz.pk/p/abf6511961e8336cc2d1c14a679d283e.jpg_300x0q75.webp,https://www.daraz.pk/products/12-6gb-1-000-gb-128-20-33-i429666228-s2045879333.html?search=1,58999,5.0,5.0,4,128,80,M***.,Very fast service and co operative as well.
Redmi Note 12 || 6GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,https://static-01.daraz.pk/p/abf6511961e8336cc2d1c14a679d283e.jpg_300x0q75.webp,https://www.daraz.pk/products/12-6gb-1-000-gb-128-20-33-i429666228-s2045879333.html?search=1,58999,5.0,5.0,4,128,80,Ali H.,nice device
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/389f7befa963be9aef46920ebbc36549.jpg_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421170027-s1988552548.html?search=1,52500,4.8,4.8,5,128,81,Umair T.,"Mobile is Good, Spec wise and Display wise better than any other mobile within that range. Recommended to go for that model. Buyer dispatched the order on time."
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/389f7befa963be9aef46920ebbc36549.jpg_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421170027-s1988552548.html?search=1,52500,4.8,4.8,5,128,81,Aslam K.,The phone was received well on time without any damage. the price was very high as compared to the official price. overall the phone is very good.
"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/389f7befa963be9aef46920ebbc36549.jpg_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421170027-s1988552548.html?search=1,52500,4.8,4.8,5,128,81,Waleed N.,Product was well packed and of good quality. Overall seller response was good
"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable",https://static-01.daraz.pk/p/93a4dee5f0780599c318862ac376ece7.png_300x0q75.webp,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429698097-s2046188461.html?search=1,94990,5.0,5.0,1,256,84,3***3,excellent 👍 service saller cooperative productis genuine and reached within 3 days of order
Redmi Note 12 - 6GB Ran 128GB Rom - 5000mAh Battery,https://static-01.daraz.pk/p/7e6f6c4c134d8ba870c3035a0a95c67c.jpg_300x0q75.webp,https://www.daraz.pk/products/12-6gb-ran-128gb-5000mah-i429700238-s2046009638.html?search=1,64999,3.0,3.0,2,128,85,Irfan A.,بہت ہی گھٹیا بھائی صاحب سے موبائل خریدا جن کو Ram تک لکھنا نہیں آتا description میں 8/128 لکھا اور جو نیٹ سے description لے کر لگائی اس میں بھی 8/128 لیکن حضرت صاحب نے 65000 میں 6/128 فون دیا ہے اتنے سال میں پہلی بار ایسے گھٹیا سے پالا پڑا کے daraz سے شاپنگ سے دل ہی اٹھ گیا ہے جس نے موبائل لینا ہے وہ لوکل مارکیٹ جاؤ اور عزت سے فون خریدو اور ایسے چوروں سے اپنے پیسسے اور ٹائم محفوظ رکھیں
Redmi Note 12 - 6GB Ran 128GB Rom - 5000mAh Battery,https://static-01.daraz.pk/p/7e6f6c4c134d8ba870c3035a0a95c67c.jpg_300x0q75.webp,https://www.daraz.pk/products/12-6gb-ran-128gb-5000mah-i429700238-s2046009638.html?search=1,64999,3.0,3.0,2,128,85,Asad T.,"Genuine product, delivered as shown."
